category,domain_name,file_name,file_urls,files,meaning,word
n.f.,uchicago_S_Hassan,babιr,http://dsal.uchicago.edu/dictionaries/hassan/audio//05000.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05000.mp3', 'path': 'uchicago_S_Hassan/babιr.mp3', 'checksum': 'ab4c833814e3e7dd2d2c569c6ecae67d', 'status': 'downloaded'}]",the sweet basil palnt,babιr
n.f.,uchicago_S_Hassan,bad wati,http://dsal.uchicago.edu/dictionaries/hassan/audio//05002.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05002.mp3', 'path': 'uchicago_S_Hassan/bad wati.mp3', 'checksum': 'b4bf289e0ef49535eee3cb3331acee8e', 'status': 'downloaded'}]","badness in behaviour, dress, actions, intelligence, skill, or the like",bad wati
prep.,uchicago_S_Hassan,bə̄gi,http://dsal.uchicago.edu/dictionaries/hassan/audio//05100.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05100.mp3', 'path': 'uchicago_S_Hassan/bə̄gi.mp3', 'checksum': 'af0b3471623deda4e71ff9254ab0c3ce', 'status': 'uptodate'}]",at about the time of,bə̄gi
n.m.,uchicago_S_Hassan,bāgī,http://dsal.uchicago.edu/dictionaries/hassan/audio//05003.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05003.mp3', 'path': 'uchicago_S_Hassan/bāgī.mp3', 'checksum': '7bb1f585dfd13cef1d3ac2ba737256af', 'status': 'downloaded'}]","defeater, subjugator,",bāgī
v.,uchicago_S_Hassan,bə̄grun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05102.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05102.mp3', 'path': 'uchicago_S_Hassan/bə̄grun.mp3', 'checksum': '3149acc7ff2445075dc09be02b78d754', 'status': 'uptodate'}]","to divide, apportion, distribute, portion out, parcel out",bə̄grun
n.f.,uchicago_S_Hassan,bādām pʰιlay,http://dsal.uchicago.edu/dictionaries/hassan/audio//05008.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05008.mp3', 'path': 'uchicago_S_Hassan/bādām pʰιlay.mp3', 'checksum': '0187c719e82881532d51bcdb5f436cae', 'status': 'downloaded'}]",the almond-blooming,bādām pʰιlay
n.f.,uchicago_S_Hassan,badalwǝnʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05005.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05005.mp3', 'path': 'uchicago_S_Hassan/badalwǝnʸ.mp3', 'checksum': '396b6d5792abcd6e8100f7f3ccd8d254', 'status': 'downloaded'}]","the price of exchange, when an old article is exchanged for a new one of the same kind",badalwǝnʸ
n.m.,uchicago_S_Hassan,baḍāv,http://dsal.uchicago.edu/dictionaries/hassan/audio//05009.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05009.mp3', 'path': 'uchicago_S_Hassan/baḍāv.mp3', 'checksum': '64d3dbd4c88ca16397cfb20519512d40', 'status': 'downloaded'}]","setting forth, setting out",baḍāv
adv.,uchicago_S_Hassan,badalι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05006.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05006.mp3', 'path': 'uchicago_S_Hassan/badalι.mp3', 'checksum': '7ed317e0ecab715d9ae972b8f1aa2a17', 'status': 'downloaded'}]",in exchange of,badalι
n.f.,uchicago_S_Hassan,baḍīmī,http://dsal.uchicago.edu/dictionaries/hassan/audio//05010.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05010.mp3', 'path': 'uchicago_S_Hassan/baḍīmī.mp3', 'checksum': 'cb51d7e4bf603a4258c105bc38f506c3', 'status': 'downloaded'}]",the exercise of generosity,baḍīmī
v.,uchicago_S_Hassan,badlāwun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05011.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05011.mp3', 'path': 'uchicago_S_Hassan/badlāwun.mp3', 'checksum': 'e43e0cc2ed3fd0103ce439c8d50a96aa', 'status': 'downloaded'}]","to cause to be changed or altered; to change, alter",badlāwun
n.f.,uchicago_S_Hassan,bādām gūj,http://dsal.uchicago.edu/dictionaries/hassan/audio//05007.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05007.mp3', 'path': 'uchicago_S_Hassan/bādām gūj.mp3', 'checksum': 'c9f261efb9c6fc7e69d78d4988c23ec3', 'status': 'downloaded'}]",an almond-kernel,bādām gūj
n.m.sg.,uchicago_S_Hassan,bād,http://dsal.uchicago.edu/dictionaries/hassan/audio//05012.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05012.mp3', 'path': 'uchicago_S_Hassan/bād.mp3', 'checksum': '196d667144442fa714a2b2471174e71f', 'status': 'downloaded'}]","venereal disease, syphilis",bād
n.f.,uchicago_S_Hassan,baḍι nānʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05015.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05015.mp3', 'path': 'uchicago_S_Hassan/baḍι nānʸ.mp3', 'checksum': 'ae2d74385b5c5bc86a0d3825f43a1e94', 'status': 'downloaded'}]",grand-mother,baḍι nānʸ
n.m.,uchicago_S_Hassan,baḍur,http://dsal.uchicago.edu/dictionaries/hassan/audio//05014.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05014.mp3', 'path': 'uchicago_S_Hassan/baḍur.mp3', 'checksum': '9993bec37f71b9030773a6a2afb2d99e', 'status': 'downloaded'}]",a kind of bird found the lakes north of Kashmīr,baḍur
adj.,uchicago_S_Hassan,bādιlad,http://dsal.uchicago.edu/dictionaries/hassan/audio//05016.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05016.mp3', 'path': 'uchicago_S_Hassan/bādιlad.mp3', 'checksum': 'c208e67f39f6756d6bdf9aa37614fe5d', 'status': 'downloaded'}]",afflicted with venereal disease,bādιlad
n.f.,uchicago_S_Hassan,badιliyetʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05017.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05017.mp3', 'path': 'uchicago_S_Hassan/badιliyetʰ.mp3', 'checksum': '68be0341da0518efc83799383ebca3a0', 'status': 'downloaded'}]","a condition of change, transformation",badιliyetʰ
adj.,uchicago_S_Hassan,bādə̄m,http://dsal.uchicago.edu/dictionaries/hassan/audio//05018.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05018.mp3', 'path': 'uchicago_S_Hassan/bādə̄m.mp3', 'checksum': '795b73efd1fa22d2db35db6714ae80ec', 'status': 'downloaded'}]","light-brown, almond-coloured",bādə̄m
n.m.,uchicago_S_Hassan,bagandar,http://dsal.uchicago.edu/dictionaries/hassan/audio//05021.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05021.mp3', 'path': 'uchicago_S_Hassan/bagandar.mp3', 'checksum': '1adf72f3fc99762d1ab84975f89dacd7', 'status': 'downloaded'}]","a fistula in the anus, a boil in or close to the anus",bagandar
n.m.,uchicago_S_Hassan,bagal,http://dsal.uchicago.edu/dictionaries/hassan/audio//05020.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05020.mp3', 'path': 'uchicago_S_Hassan/bagal.mp3', 'checksum': '7380d140a1bd139049a4cc953d321053', 'status': 'downloaded'}]",the side-pocket of a coat or similar garment,bagal
n.m.,uchicago_S_Hassan,bagandarlad,http://dsal.uchicago.edu/dictionaries/hassan/audio//05022.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05022.mp3', 'path': 'uchicago_S_Hassan/bagandarlad.mp3', 'checksum': 'f7e6c254f28a2e38a097088b11e1d00f', 'status': 'downloaded'}]",suffering from or afflicted by fistula,bagandarlad
n.f.,uchicago_S_Hassan,bagandarlǝdin,http://dsal.uchicago.edu/dictionaries/hassan/audio//05023.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05023.mp3', 'path': 'uchicago_S_Hassan/bagandarlǝdin.mp3', 'checksum': '8acb0d0edd3213ecf14233244054b4b2', 'status': 'downloaded'}]",suffering from or afflicted by fistula,bagandarlǝdin
n.f.,uchicago_S_Hassan,bāgiy,http://dsal.uchicago.edu/dictionaries/hassan/audio//05027.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05027.mp3', 'path': 'uchicago_S_Hassan/bāgiy.mp3', 'checksum': 'a0b2f16e84069e4e59c16f389144c52e', 'status': 'downloaded'}]",good-luck,bāgiy
n.m.,uchicago_S_Hassan,bagārι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05024.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05024.mp3', 'path': 'uchicago_S_Hassan/bagārι.mp3', 'checksum': 'ea1830d0bd0e8a5eaa3e603a24f93980', 'status': 'downloaded'}]",oil or ghee dripping,bagārι
adj.,uchicago_S_Hassan,bagārιdār,http://dsal.uchicago.edu/dictionaries/hassan/audio//05025.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05025.mp3', 'path': 'uchicago_S_Hassan/bagārιdār.mp3', 'checksum': 'a34054806640bd86498bbef516f8a491', 'status': 'downloaded'}]","greasy, oily, buttery",bagārιdār
n.f.,uchicago_S_Hassan,bāgāy,http://dsal.uchicago.edu/dictionaries/hassan/audio//05026.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05026.mp3', 'path': 'uchicago_S_Hassan/bāgāy.mp3', 'checksum': 'afee8dfb6f87392505e7a63262541b7c', 'status': 'downloaded'}]","dividing into shares, distributive division",bāgāy
adj.,uchicago_S_Hassan,bagvatʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05028.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05028.mp3', 'path': 'uchicago_S_Hassan/bagvatʰ.mp3', 'checksum': '3212a63fc3372a5709add1d940b41db4', 'status': 'downloaded'}]","adored, holy, revered, venerable",bagvatʰ
n.f.,uchicago_S_Hassan,bagvatī,http://dsal.uchicago.edu/dictionaries/hassan/audio//05029.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05029.mp3', 'path': 'uchicago_S_Hassan/bagvatī.mp3', 'checksum': 'dde41cb28f54c6ffe08231f99049ceee', 'status': 'downloaded'}]",applied as a proper name to the goddess Pārvatī,bagvatī
n.f.,uchicago_S_Hassan,bāgwə̄nil,http://dsal.uchicago.edu/dictionaries/hassan/audio//05030.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05030.mp3', 'path': 'uchicago_S_Hassan/bāgwə̄nil.mp3', 'checksum': '349edfbe1b42beff61e219280acd8450', 'status': 'downloaded'}]",the profession or trade of a gardener,bāgwə̄nil
n.m.,uchicago_S_Hassan,bāgι āmut,http://dsal.uchicago.edu/dictionaries/hassan/audio//05031.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05031.mp3', 'path': 'uchicago_S_Hassan/bāgι āmut.mp3', 'checksum': 'a28ea8fae5feb4ff20702a04daa54e5a', 'status': 'downloaded'}]",come into sharing (husband for a woman),bāgι āmut
n.m.,uchicago_S_Hassan,bāgιhār,http://dsal.uchicago.edu/dictionaries/hassan/audio//05033.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05033.mp3', 'path': 'uchicago_S_Hassan/bāgιhār.mp3', 'checksum': '89d67b7e81be84d86da414f874d7a414', 'status': 'downloaded'}]","division of a number, an arithmetical operation",bāgιhār
n.f.sg.,uchicago_S_Hassan,bākʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05035.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05035.mp3', 'path': 'uchicago_S_Hassan/bākʰ.mp3', 'checksum': 'a24b6c7626542f1fb7fce289131e1830', 'status': 'downloaded'}]",weeping associated with screeches or screams,bākʰ
n.f.,uchicago_S_Hassan,bāgι āmιʦ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05032.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05032.mp3', 'path': 'uchicago_S_Hassan/bāgι āmιʦ.mp3', 'checksum': '4fcf058b1cc77dd8a4460d5983500a09', 'status': 'downloaded'}]",come into sharing (wife for a husband),bāgι āmιʦ
v.,uchicago_S_Hassan,bāⁿbar lārin,http://dsal.uchicago.edu/dictionaries/hassan/audio//05037.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05037.mp3', 'path': 'uchicago_S_Hassan/bāⁿbar lārin.mp3', 'checksum': '0a0e58189e6f35876fc5f2519cd3f60c', 'status': 'downloaded'}]",flurry to occur,bāⁿbar lārin
adv.,uchicago_S_Hassan,bāⁿbιri bāⁿbιri,http://dsal.uchicago.edu/dictionaries/hassan/audio//05039.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05039.mp3', 'path': 'uchicago_S_Hassan/bāⁿbιri bāⁿbιri.mp3', 'checksum': 'f765585d7b6e64dcf60d1317155dedc3', 'status': 'downloaded'}]","hurriedly, flurriedly",bāⁿbιri bāⁿbιri
n.m.,uchicago_S_Hassan,bāⁿbιri hot,http://dsal.uchicago.edu/dictionaries/hassan/audio//05041.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05041.mp3', 'path': 'uchicago_S_Hassan/bāⁿbιri hot.mp3', 'checksum': '4ec93521ab459cae2f268c3f66c551ab', 'status': 'downloaded'}]","hurried, flurried",bāⁿbιri hot
n.f.,uchicago_S_Hassan,bāⁿbιri hǝʦ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05040.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05040.mp3', 'path': 'uchicago_S_Hassan/bāⁿbιri hǝʦ.mp3', 'checksum': 'ca7399442d0b5f6e04ee4e99056a0a24', 'status': 'downloaded'}]","hurried, flurried",bāⁿbιri hǝʦ
n.f.,uchicago_S_Hassan,brahmǝnʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05044.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05044.mp3', 'path': 'uchicago_S_Hassan/brahmǝnʸ.mp3', 'checksum': '4b0766b26eb2619481290de0ecac848c', 'status': 'downloaded'}]",a woman of the Brāhmaṇ caste,brahmǝnʸ
adj.,uchicago_S_Hassan,barkarār,http://dsal.uchicago.edu/dictionaries/hassan/audio//05045.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05045.mp3', 'path': 'uchicago_S_Hassan/barkarār.mp3', 'checksum': 'c41a366dbac5169aab6ee07d7b83d05f', 'status': 'downloaded'}]","fixed, established, firm, unchangeable",barkarār
prep.,uchicago_S_Hassan,bagə̄r,http://dsal.uchicago.edu/dictionaries/hassan/audio//05034.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05034.mp3', 'path': 'uchicago_S_Hassan/bagə̄r.mp3', 'checksum': 'f3c4340362207b36532f8e35900f077d', 'status': 'downloaded'}]","without, exclusive of, excluding, except, besides",bagə̄r
n.f.pl.,uchicago_S_Hassan,bākι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05036.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05036.mp3', 'path': 'uchicago_S_Hassan/bākι.mp3', 'checksum': 'c1cfdc78adbe22c8d98395ee78f38c64', 'status': 'downloaded'}]",weeping associated with screeches or screams,bākι
n.f.,uchicago_S_Hassan,bāⁿbar,http://dsal.uchicago.edu/dictionaries/hassan/audio//05038.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05038.mp3', 'path': 'uchicago_S_Hassan/bāⁿbar.mp3', 'checksum': 'd742162c2f8f9ba4baf0127689d1f197', 'status': 'downloaded'}]","fluster, flurry, agitated haste in doing anything",bāⁿbar
adj.,uchicago_S_Hassan,barham,http://dsal.uchicago.edu/dictionaries/hassan/audio//05043.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05043.mp3', 'path': 'uchicago_S_Hassan/barham.mp3', 'checksum': '924a01d74f17c3bf07f55b77b0d8ea12', 'status': 'downloaded'}]","confused, jumbled together, turned upside down, entangled, spoiled",barham
n.m.,uchicago_S_Hassan,barkatʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05046.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05046.mp3', 'path': 'uchicago_S_Hassan/barkatʰ.mp3', 'checksum': 'f4cbe372f634cdde2e57237f99945b25', 'status': 'downloaded'}]","increase, abundance, prosperity, blessing, Kāshmīrī Muslims use this word for 'one' in counting, instead of one, by way of asking God's blessing on the whole transaction",barkatʰ
adj.,uchicago_S_Hassan,bebagārι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05049.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05049.mp3', 'path': 'uchicago_S_Hassan/bebagārι.mp3', 'checksum': 'af90564243ce11556728366977324e80', 'status': 'downloaded'}]",not cooked in oil,bebagārι
n.m.,uchicago_S_Hassan,barmι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05047.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05047.mp3', 'path': 'uchicago_S_Hassan/barmι.mp3', 'checksum': '623b91fa35cb52f8bb247945413ba3b9', 'status': 'downloaded'}]","an auger, drill",barmι
adj.,uchicago_S_Hassan,bēbākʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05050.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05050.mp3', 'path': 'uchicago_S_Hassan/bēbākʰ.mp3', 'checksum': '1578d4cb10f5758b39f6693d7361d52b', 'status': 'downloaded'}]","without remainder, complete, paid up in full",bēbākʰ
adj.,uchicago_S_Hassan,bē bahas,http://dsal.uchicago.edu/dictionaries/hassan/audio//05048.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05048.mp3', 'path': 'uchicago_S_Hassan/bē bahas.mp3', 'checksum': '93f803250a3f2aae873957887fd67775', 'status': 'downloaded'}]","without disputation, without controversy",bē bahas
n.f.,uchicago_S_Hassan,bǝbil,http://dsal.uchicago.edu/dictionaries/hassan/audio//05051.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05051.mp3', 'path': 'uchicago_S_Hassan/bǝbil.mp3', 'checksum': '58617a38327b364b77c2e87cccb6d134', 'status': 'downloaded'}]",action like that of a father in fatherly affection,bǝbil
n.f.,uchicago_S_Hassan,bēdə̄rī,http://dsal.uchicago.edu/dictionaries/hassan/audio//05057.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05057.mp3', 'path': 'uchicago_S_Hassan/bēdə̄rī.mp3', 'checksum': '2711d1e00730f8f49a0cf37e4b68d5e6', 'status': 'downloaded'}]","waking, wakefulness; vigilance, watchfulness",bēdə̄rī
adj.,uchicago_S_Hassan,bedād,http://dsal.uchicago.edu/dictionaries/hassan/audio//05052.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05052.mp3', 'path': 'uchicago_S_Hassan/bedād.mp3', 'checksum': 'bc56dc6fb87b65438f5bd851f24947f0', 'status': 'downloaded'}]","oppressed, distressed, unjust",bedād
v.,uchicago_S_Hassan,bēdār gaʦun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05053.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05053.mp3', 'path': 'uchicago_S_Hassan/bēdār gaʦun.mp3', 'checksum': '1c02db893605583b5e0fd3b154948f2c', 'status': 'downloaded'}]","to be aroused, awakened from sleep; to have the intellect aroused",bēdār gaʦun
n.f.,uchicago_S_Hassan,bēg,http://dsal.uchicago.edu/dictionaries/hassan/audio//05058.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05058.mp3', 'path': 'uchicago_S_Hassan/bēg.mp3', 'checksum': 'ad6dbdc829d78aff3dee7951abc45a1d', 'status': 'downloaded'}]",a carriage,bēg
adj.,uchicago_S_Hassan,bē-gāh,http://dsal.uchicago.edu/dictionaries/hassan/audio//05059.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05059.mp3', 'path': 'uchicago_S_Hassan/bē-gāh.mp3', 'checksum': '0e1d1d54483ebe197e29e44eee47ce90', 'status': 'downloaded'}]","untimely, unseasonable",bē-gāh
v.,uchicago_S_Hassan,bǝḍrun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05056.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05056.mp3', 'path': 'uchicago_S_Hassan/bǝḍrun.mp3', 'checksum': '20b917fb2a4c9b546dbf20689c4f6d7a', 'status': 'downloaded'}]",to plaster,bǝḍrun
adj.,uchicago_S_Hassan,begrʸōvmut,http://dsal.uchicago.edu/dictionaries/hassan/audio//05060.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05060.mp3', 'path': 'uchicago_S_Hassan/begrʸōvmut.mp3', 'checksum': '86aa91db2c11b3b372e711aa556d0d43', 'status': 'downloaded'}]",that which has acquired an acrid taste,begrʸōvmut
n.f.,uchicago_S_Hassan,bǝḍran,http://dsal.uchicago.edu/dictionaries/hassan/audio//05055.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05055.mp3', 'path': 'uchicago_S_Hassan/bǝḍran.mp3', 'checksum': '5f46055a0edd4c56a79354ba5c33e9de', 'status': 'downloaded'}]","plastering, applying a plaster of mud mixed with chaff and chopped straw",bǝḍran
adj.,uchicago_S_Hassan,beḍōl,http://dsal.uchicago.edu/dictionaries/hassan/audio//05054.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05054.mp3', 'path': 'uchicago_S_Hassan/beḍōl.mp3', 'checksum': '6e0cbd306daf374f7d6bbb55f1aa8cfd', 'status': 'downloaded'}]","shapeless, ill-fashioned, ugly, clumsy, ill-mannered",beḍōl
n.,uchicago_S_Hassan,be-intihā,http://dsal.uchicago.edu/dictionaries/hassan/audio//05062.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05062.mp3', 'path': 'uchicago_S_Hassan/be-intihā.mp3', 'checksum': '04abed56b13efeef9a8bb733e0f1ff15', 'status': 'downloaded'}]","without limit, endless",be-intihā
n.f.,uchicago_S_Hassan,bodιgēr,http://dsal.uchicago.edu/dictionaries/hassan/audio//05064.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05064.mp3', 'path': 'uchicago_S_Hassan/bodιgēr.mp3', 'checksum': '4116e026f036ecb2b7049be0b7df7bf8', 'status': 'downloaded'}]",a well-known hill lying north of the city of Śrīnagar,bodιgēr
v.,uchicago_S_Hassan,begə̄r karun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05063.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05063.mp3', 'path': 'uchicago_S_Hassan/begə̄r karun.mp3', 'checksum': 'fd8503a0ebb1433728803943570966b0', 'status': 'downloaded'}]","to set at variance, to set friends at enmity",begə̄r karun
n.m.,uchicago_S_Hassan,bombur,http://dsal.uchicago.edu/dictionaries/hassan/audio//05065.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05065.mp3', 'path': 'uchicago_S_Hassan/bombur.mp3', 'checksum': '3ed9c14ad7c3860a5983652021dc4f5a', 'status': 'downloaded'}]",a garden – bee,bombur
v.,uchicago_S_Hassan,brakʰ lagun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05068.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05068.mp3', 'path': 'uchicago_S_Hassan/brakʰ lagun.mp3', 'checksum': 'd6b8b184db12a0e5a7a36832ac6a0307', 'status': 'downloaded'}]","to suffer from a crushing blow, to be a wreck after a severe illness",brakʰ lagun
v.,uchicago_S_Hassan,brakun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05070.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05070.mp3', 'path': 'uchicago_S_Hassan/brakun.mp3', 'checksum': '5084b5b98efc4e87714cc7c568d9ceb2', 'status': 'downloaded'}]","to crunch with the teeth, to masticate",brakun
n.f.,uchicago_S_Hassan,bragin,http://dsal.uchicago.edu/dictionaries/hassan/audio//05066.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05066.mp3', 'path': 'uchicago_S_Hassan/bragin.mp3', 'checksum': '12e0a189f3f1c0d8aa38fc81860fbefa', 'status': 'downloaded'}]","the blue heron, Ardea cinerea",bragin
n.f.,uchicago_S_Hassan,brahman,http://dsal.uchicago.edu/dictionaries/hassan/audio//05067.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05067.mp3', 'path': 'uchicago_S_Hassan/brahman.mp3', 'checksum': '174709bf18ee5bc03f8d339a445b222f', 'status': 'downloaded'}]",a man of the Brahmaṇ caste,brahman
n.f.,uchicago_S_Hassan,begə̄rʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05061.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05061.mp3', 'path': 'uchicago_S_Hassan/begə̄rʸ.mp3', 'checksum': 'b5f8eea614d159e8f9bb1131a1e61e27', 'status': 'downloaded'}]","compelling to work for nothing, forced labour",begə̄rʸ
n.,uchicago_S_Hassan,brakι drāv,http://dsal.uchicago.edu/dictionaries/hassan/audio//05071.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05071.mp3', 'path': 'uchicago_S_Hassan/brakι drāv.mp3', 'checksum': '507f513e57c942ad6eb466d7676bc857', 'status': 'downloaded'}]","hardened by experiencing or making a practice of undergoing blows, trained",brakι drāv
v.,uchicago_S_Hassan,bram diyun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05072.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05072.mp3', 'path': 'uchicago_S_Hassan/bram diyun.mp3', 'checksum': '44b595ee4b4030484f0bbf6968a1ee2d', 'status': 'downloaded'}]","to swindle, cheat, defraud",bram diyun
n.m.,uchicago_S_Hassan,bramhā,http://dsal.uchicago.edu/dictionaries/hassan/audio//05074.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05074.mp3', 'path': 'uchicago_S_Hassan/bramhā.mp3', 'checksum': 'c0dddaabfa62aa1694975565a02ddf13', 'status': 'downloaded'}]","name of a Hindū god, a member of the triad of Brahmā, Lord Śiva",bramhā
n.m.,uchicago_S_Hassan,brang,http://dsal.uchicago.edu/dictionaries/hassan/audio//05075.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05075.mp3', 'path': 'uchicago_S_Hassan/brang.mp3', 'checksum': '9a6bcac93c7a68f8a7fc60d7fb1fdd1b', 'status': 'downloaded'}]",an old minaret,brang
n.f.,uchicago_S_Hassan,brimjι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05076.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05076.mp3', 'path': 'uchicago_S_Hassan/brimjι.mp3', 'checksum': 'abec1e8f981ca46a8b06d01a14a23dc7', 'status': 'downloaded'}]","a tree, Celtis australis, usually found in graveyards in Kashmīr",brimjι
