category,domain_name,file_name,file_urls,files,meaning,word
n.m.,uchicago_S_Hassan,brīmι pōš,http://dsal.uchicago.edu/dictionaries/hassan/audio//05077.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05077.mp3', 'path': 'uchicago_S_Hassan/brīmι pōš.mp3', 'checksum': 'e8010d0203fa1ed7388bb31be1afc846', 'status': 'downloaded'}]",the water-lily,brīmι pōš
adv.,uchicago_S_Hassan,brūⁿh,http://dsal.uchicago.edu/dictionaries/hassan/audio//05080.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05080.mp3', 'path': 'uchicago_S_Hassan/brūⁿh.mp3', 'checksum': '64a23efea62195709e646a9a9a909e7c', 'status': 'downloaded'}]",in front,brūⁿh
v.,uchicago_S_Hassan,būd gaʦun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05081.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05081.mp3', 'path': 'uchicago_S_Hassan/būd gaʦun.mp3', 'checksum': '8bbf37019104822f26f2a592b5a5b319', 'status': 'downloaded'}]",to become visible or cognizable by the senses,būd gaʦun
n.m.,uchicago_S_Hassan,brakʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05069.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05069.mp3', 'path': 'uchicago_S_Hassan/brakʰ.mp3', 'checksum': '206ff47dd064cc4f4cc283fa72248a1a', 'status': 'downloaded'}]","a crushing blow, a blow",brakʰ
adj.,uchicago_S_Hassan,brokιmut,http://dsal.uchicago.edu/dictionaries/hassan/audio//05078.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05078.mp3', 'path': 'uchicago_S_Hassan/brokιmut.mp3', 'checksum': '68c1bc9c1b7937b02e69e2d30ae451e8', 'status': 'downloaded'}]","crushed, pounded; crunched by the teeth, masticated",brokιmut
adv.,uchicago_S_Hassan,bruⁿh bruⁿh pakun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05079.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05079.mp3', 'path': 'uchicago_S_Hassan/bruⁿh bruⁿh pakun.mp3', 'checksum': '06cf70df8f6c6dda260c1247815aad72', 'status': 'downloaded'}]","to keep walking in front, to precede",bruⁿh bruⁿh pakun
v.,uchicago_S_Hassan,būd karun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05082.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05082.mp3', 'path': 'uchicago_S_Hassan/būd karun.mp3', 'checksum': '321e08c4445d4781a3bffe3f3addd258', 'status': 'downloaded'}]",make visible or cognizable,būd karun
n.m.,uchicago_S_Hassan,būd,http://dsal.uchicago.edu/dictionaries/hassan/audio//05083.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05083.mp3', 'path': 'uchicago_S_Hassan/būd.mp3', 'checksum': '5d6e832acffc6c0cc977cccb0c03badb', 'status': 'downloaded'}]","learning, knowledge, wisdom, intelligence derived from study",būd
n.m.,uchicago_S_Hassan,budul,http://dsal.uchicago.edu/dictionaries/hassan/audio//05084.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05084.mp3', 'path': 'uchicago_S_Hassan/budul.mp3', 'checksum': '59c6b0e6d838401103e9112f95bad13e', 'status': 'downloaded'}]","a kind of tree, the Himalayan silver fir, Abies Webbiana",budul
n.m.,uchicago_S_Hassan,buḍι wāl,http://dsal.uchicago.edu/dictionaries/hassan/audio//05085.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05085.mp3', 'path': 'uchicago_S_Hassan/buḍι wāl.mp3', 'checksum': 'f4cd98b7f38f156ad6f292862d689cb9', 'status': 'downloaded'}]",grey hair,buḍι wāl
n.m.,uchicago_S_Hassan,būdι wōl,http://dsal.uchicago.edu/dictionaries/hassan/audio//05086.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05086.mp3', 'path': 'uchicago_S_Hassan/būdι wōl.mp3', 'checksum': '9fc5b5139a1242f84dd28d6ac3746277', 'status': 'downloaded'}]","learned, well instructed, intelligent",būdι wōl
n.f.,uchicago_S_Hassan,buḍι ə̄l,http://dsal.uchicago.edu/dictionaries/hassan/audio//05088.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05088.mp3', 'path': 'uchicago_S_Hassan/buḍι ə̄l.mp3', 'checksum': '277f3e70c1d7f1e6acd3ac1897b1c0c5', 'status': 'downloaded'}]","a kind of cardamom, bearing a large seed",buḍι ə̄l
n.f.,uchicago_S_Hassan,buji butʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//05091.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05091.mp3', 'path': 'uchicago_S_Hassan/buji butʰ.mp3', 'checksum': '1dc4cfda5627a758fa645038b1569010', 'status': 'downloaded'}]",a young man who has a face like an old woman's whose face is wrinkled,buji butʰ
n.m.,uchicago_S_Hassan,būgōl,http://dsal.uchicago.edu/dictionaries/hassan/audio//05090.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05090.mp3', 'path': 'uchicago_S_Hassan/būgōl.mp3', 'checksum': 'a2a082d18fbab05d3fcea72b61b6b40b', 'status': 'downloaded'}]",geography,būgōl
n.f.pl.,uchicago_S_Hassan,buji,http://dsal.uchicago.edu/dictionaries/hassan/audio//05092.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05092.mp3', 'path': 'uchicago_S_Hassan/buji.mp3', 'checksum': 'c82f72abd3576fcf90c56a1f891a6d5f', 'status': 'downloaded'}]",old women,buji
n.f.,uchicago_S_Hassan,būdι wə̄jen,http://dsal.uchicago.edu/dictionaries/hassan/audio//05087.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05087.mp3', 'path': 'uchicago_S_Hassan/būdι wə̄jen.mp3', 'checksum': '266550ed3f820b99f3dd9072891b777e', 'status': 'downloaded'}]","learned, well instructed, intelligent",būdι wə̄jen
n.m.,uchicago_S_Hassan,bʸob,http://dsal.uchicago.edu/dictionaries/hassan/audio//05094.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05094.mp3', 'path': 'uchicago_S_Hassan/bʸob.mp3', 'checksum': '1a1801f70af8e4de02aaf0dc563c13c0', 'status': 'downloaded'}]","the space between the body and the clothes, the inside breast of the long gown worn by Kashmīrīs",bʸob
adj.,uchicago_S_Hassan,buḍιhor,http://dsal.uchicago.edu/dictionaries/hassan/audio//05089.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05089.mp3', 'path': 'uchicago_S_Hassan/buḍιhor.mp3', 'checksum': 'bb6f089b993795686b75f777de48570c', 'status': 'downloaded'}]","spotted, brindled, white spots scattered over something",buḍιhor
n.m.,uchicago_S_Hassan,bιḍι bab,http://dsal.uchicago.edu/dictionaries/hassan/audio//05096.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05096.mp3', 'path': 'uchicago_S_Hassan/bιḍι bab.mp3', 'checksum': '3a3836289ba9c48359b4375dc2fc8346', 'status': 'downloaded'}]",grand-father,bιḍι bab
n.f.,uchicago_S_Hassan,bιḍin,http://dsal.uchicago.edu/dictionaries/hassan/audio//05095.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05095.mp3', 'path': 'uchicago_S_Hassan/bιḍin.mp3', 'checksum': '62f8747923c85a344f3b0d1b702ecbf9', 'status': 'downloaded'}]",old woman,bιḍin
n.f.,uchicago_S_Hassan,bιḍι mōj,http://dsal.uchicago.edu/dictionaries/hassan/audio//05097.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05097.mp3', 'path': 'uchicago_S_Hassan/bιḍι mōj.mp3', 'checksum': 'aad64dcec44e6eca0f7a257a694e497f', 'status': 'downloaded'}]","the big mother, the senior lady of a family",bιḍι mōj
n.f.,uchicago_S_Hassan,bə̄ⁿḍil,http://dsal.uchicago.edu/dictionaries/hassan/audio//05104.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05104.mp3', 'path': 'uchicago_S_Hassan/bə̄ⁿḍil.mp3', 'checksum': 'e32b34a5dc358b15b29e957b90824cff', 'status': 'downloaded'}]",the profession of a baⁿḍ or actor,bə̄ⁿḍil
n.f.,uchicago_S_Hassan,bə̄gran,http://dsal.uchicago.edu/dictionaries/hassan/audio//05101.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05101.mp3', 'path': 'uchicago_S_Hassan/bə̄gran.mp3', 'checksum': 'db7f3335d1827cab21c7fba5aea419e8', 'status': 'downloaded'}]","dividing, apportioning; division, distribution",bə̄gran
n.f.,uchicago_S_Hassan,bə̄n,http://dsal.uchicago.edu/dictionaries/hassan/audio//05103.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05103.mp3', 'path': 'uchicago_S_Hassan/bə̄n.mp3', 'checksum': 'ba385b0f280c9fecb703117262c4755e', 'status': 'downloaded'}]",the collar,bə̄n
prep.,uchicago_S_Hassan,bə̄g,http://dsal.uchicago.edu/dictionaries/hassan/audio//05099.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05099.mp3', 'path': 'uchicago_S_Hassan/bə̄g.mp3', 'checksum': 'c591ad03029acf28eee1a97524198561', 'status': 'downloaded'}]",on account of,bə̄g
adj.,uchicago_S_Hassan,bə̄rīk,http://dsal.uchicago.edu/dictionaries/hassan/audio//05106.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05106.mp3', 'path': 'uchicago_S_Hassan/bə̄rīk.mp3', 'checksum': 'f3296fac05007ede4cb5802b105fd160', 'status': 'downloaded'}]",very heavy,bə̄rīk
n.m.,uchicago_S_Hassan,bə̄ⁿg,http://dsal.uchicago.edu/dictionaries/hassan/audio//05105.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05105.mp3', 'path': 'uchicago_S_Hassan/bə̄ⁿg.mp3', 'checksum': '6eb0ab187946c33159592c2808c50d62', 'status': 'downloaded'}]",the mu'aẕẕin who calls to prayer,bə̄ⁿg
n.m.,uchicago_S_Hassan,bə̄diyānι,http://dsal.uchicago.edu/dictionaries/hassan/audio//05098.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05098.mp3', 'path': 'uchicago_S_Hassan/bə̄diyānι.mp3', 'checksum': 'c63995e2dfd1a180a70278eca1d05f1b', 'status': 'downloaded'}]",sweet-fennel,bə̄diyānι
v.,uchicago_S_Hassan,cʰakrāwun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00767.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00767.mp3', 'path': 'uchicago_S_Hassan/cʰakrāwun.mp3', 'checksum': 'a195f70a2d9c2e37e4369c9b82411c5a', 'status': 'downloaded'}]","scatter, disperse, spread out",cʰakrāwun
n.m.,uchicago_S_Hassan,candι ʦūr,http://dsal.uchicago.edu/dictionaries/hassan/audio//00770.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00770.mp3', 'path': 'uchicago_S_Hassan/candι ʦūr.mp3', 'checksum': 'a6dd5028119f172a1fda4856f20729a2', 'status': 'downloaded'}]",pickpocket,candι ʦūr
n.m.,uchicago_S_Hassan,carāgah,http://dsal.uchicago.edu/dictionaries/hassan/audio//00772.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00772.mp3', 'path': 'uchicago_S_Hassan/carāgah.mp3', 'checksum': 'acc0a278c0a18d94d2d71518299bd40b', 'status': 'downloaded'}]",meadow,carāgah
v.,uchicago_S_Hassan,cʰakun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00768.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00768.mp3', 'path': 'uchicago_S_Hassan/cʰakun.mp3', 'checksum': '7b8fe5b22ecd3ae1c616d5c3a8525a4c', 'status': 'downloaded'}]","scatter, disperse, spread out",cʰakun
n.f.,uchicago_S_Hassan,capinʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00771.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00771.mp3', 'path': 'uchicago_S_Hassan/capinʸ.mp3', 'checksum': '9cd7fa0b922a935ead290d5e6ddb0e73', 'status': 'downloaded'}]",sandals,capinʸ
n.m.,uchicago_S_Hassan,candι,http://dsal.uchicago.edu/dictionaries/hassan/audio//00769.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00769.mp3', 'path': 'uchicago_S_Hassan/candι.mp3', 'checksum': '4cd5ae9431ba1cbfbfbac258a1ed2251', 'status': 'downloaded'}]",pocket,candι
v.,uchicago_S_Hassan,cʰāⁿgιr,http://dsal.uchicago.edu/dictionaries/hassan/audio//00774.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00774.mp3', 'path': 'uchicago_S_Hassan/cʰāⁿgιr.mp3', 'checksum': '4975b3e2ccd610ef555ad32b0cb82486', 'status': 'downloaded'}]","hurry, flurry in doing anything",cʰāⁿgιr
n.m.,uchicago_S_Hassan,cerkʰι,http://dsal.uchicago.edu/dictionaries/hassan/audio//00773.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00773.mp3', 'path': 'uchicago_S_Hassan/cerkʰι.mp3', 'checksum': '753d8aedcf89a9eac6f9024ffd63920f', 'status': 'downloaded'}]",wheel,cerkʰι
n.,uchicago_S_Hassan,cāk,http://dsal.uchicago.edu/dictionaries/hassan/audio//00775.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00775.mp3', 'path': 'uchicago_S_Hassan/cāk.mp3', 'checksum': '654ae530387826dd5d70eae13642ae70', 'status': 'downloaded'}]","crack, break, fracture, crevice",cāk
n.f.,uchicago_S_Hassan,cāl,http://dsal.uchicago.edu/dictionaries/hassan/audio//00776.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00776.mp3', 'path': 'uchicago_S_Hassan/cāl.mp3', 'checksum': '05bf71446f757a9fa12c5eb161f71b38', 'status': 'downloaded'}]","character, nature, temperament, personality, makeup",cāl
v.,uchicago_S_Hassan,cāl calun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00777.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00777.mp3', 'path': 'uchicago_S_Hassan/cāl calun.mp3', 'checksum': 'ed6e0031e1993ba84f93746ec5f6c53a', 'status': 'downloaded'}]","conduct, behavior, ways, carry out, perform, behave, act, comport yourself, direct",cāl calun
adj.,uchicago_S_Hassan,cālāk,http://dsal.uchicago.edu/dictionaries/hassan/audio//00779.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00779.mp3', 'path': 'uchicago_S_Hassan/cālāk.mp3', 'checksum': '2a6fc2940010943b5667d0c7acdf79d0', 'status': 'downloaded'}]","active, lively, full of life, dynamic, vigorous, clever, intelligent, bright, witty",cālāk
v.,uchicago_S_Hassan,cānāwun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00780.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00780.mp3', 'path': 'uchicago_S_Hassan/cānāwun.mp3', 'checksum': 'c5f49b8e71cdfbce9f3e9edd4d3df127', 'status': 'downloaded'}]",cause to drnk,cānāwun
n.f.,uchicago_S_Hassan,cāl karin,http://dsal.uchicago.edu/dictionaries/hassan/audio//00778.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00778.mp3', 'path': 'uchicago_S_Hassan/cāl karin.mp3', 'checksum': '94e0cc14e4b80619cce1a3986daf2d84', 'status': 'downloaded'}]","trick, stratagem, dodge, scheme",cāl karin
n.m.,uchicago_S_Hassan,cārvōy,http://dsal.uchicago.edu/dictionaries/hassan/audio//00781.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00781.mp3', 'path': 'uchicago_S_Hassan/cārvōy.mp3', 'checksum': 'db4b3390ab37c905fa220ba6d375ecab', 'status': 'downloaded'}]","animal, beast, quadruped, four-footed animal",cārvōy
n.m.,uchicago_S_Hassan,cārwə̄y,http://dsal.uchicago.edu/dictionaries/hassan/audio//00782.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00782.mp3', 'path': 'uchicago_S_Hassan/cārwə̄y.mp3', 'checksum': 'cee190976d4b435506c057a79a87b80c', 'status': 'downloaded'}]","cattle, livestock, farm animals, domestic animals",cārwə̄y
n.f.,uchicago_S_Hassan,cāy,http://dsal.uchicago.edu/dictionaries/hassan/audio//00784.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00784.mp3', 'path': 'uchicago_S_Hassan/cāy.mp3', 'checksum': 'd891bd060d6750a6925078732cecc733', 'status': 'downloaded'}]",tea,cāy
n.,uchicago_S_Hassan,cāš,http://dsal.uchicago.edu/dictionaries/hassan/audio//00783.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00783.mp3', 'path': 'uchicago_S_Hassan/cāš.mp3', 'checksum': '2247bb8e6096859fc196164e120d25e4', 'status': 'downloaded'}]",forenoon,cāš
n.m.,uchicago_S_Hassan,ceⁿgι,http://dsal.uchicago.edu/dictionaries/hassan/audio//00785.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00785.mp3', 'path': 'uchicago_S_Hassan/ceⁿgι.mp3', 'checksum': 'ac1ea9c82614d39f74aafb138c659396', 'status': 'downloaded'}]","tax, toll, tariff",ceⁿgι
v.,uchicago_S_Hassan,cepāt,http://dsal.uchicago.edu/dictionaries/hassan/audio//00786.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00786.mp3', 'path': 'uchicago_S_Hassan/cepāt.mp3', 'checksum': '67599f38d1280602249a4f4910185c3f', 'status': 'downloaded'}]","slap, hit",cepāt
n.m.,uchicago_S_Hassan,cerιb,http://dsal.uchicago.edu/dictionaries/hassan/audio//00787.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00787.mp3', 'path': 'uchicago_S_Hassan/cerιb.mp3', 'checksum': 'fd828a33db48def7dac85bee245e6aec', 'status': 'downloaded'}]","fat, tallow",cerιb
n.m.,uchicago_S_Hassan,cešmι,http://dsal.uchicago.edu/dictionaries/hassan/audio//00790.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00790.mp3', 'path': 'uchicago_S_Hassan/cešmι.mp3', 'checksum': 'ac2e5bb63aba143069241999e72d2143', 'status': 'downloaded'}]",spring of water,cešmι
n.f.,uchicago_S_Hassan,cerbī,http://dsal.uchicago.edu/dictionaries/hassan/audio//00788.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00788.mp3', 'path': 'uchicago_S_Hassan/cerbī.mp3', 'checksum': '60f5c9bd816086650cdd24a5d802bc5d', 'status': 'downloaded'}]","grease, fat, oil",cerbī
n.m.,uchicago_S_Hassan,cešmāšāhī,http://dsal.uchicago.edu/dictionaries/hassan/audio//00789.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00789.mp3', 'path': 'uchicago_S_Hassan/cešmāšāhī.mp3', 'checksum': '4510419556dd77a053a0b8be49861598', 'status': 'downloaded'}]","name of place in Srinagar city in Kashmir, tourist resort",cešmāšāhī
v.,uchicago_S_Hassan,cʸeṭ hʸin,http://dsal.uchicago.edu/dictionaries/hassan/audio//00792.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00792.mp3', 'path': 'uchicago_S_Hassan/cʸeṭ hʸin.mp3', 'checksum': 'bf3790fd9b123da3e795c13fe196b9ca', 'status': 'downloaded'}]","to forfeit, pay, lose",cʸeṭ hʸin
adj.,uchicago_S_Hassan,cʸetʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00791.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00791.mp3', 'path': 'uchicago_S_Hassan/cʸetʰ.mp3', 'checksum': 'd210bdb6d42db80ea10119f91ca5ac6d', 'status': 'downloaded'}]","intoxicated, drunk, under the influence",cʸetʰ
n.m.,uchicago_S_Hassan,cīn,http://dsal.uchicago.edu/dictionaries/hassan/audio//00796.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00796.mp3', 'path': 'uchicago_S_Hassan/cīn.mp3', 'checksum': 'fc196bdf279e9c1c4d5839f35e9fff09', 'status': 'downloaded'}]","china, name of a country",cīn
adj.,uchicago_S_Hassan,cīritʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00797.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00797.mp3', 'path': 'uchicago_S_Hassan/cīritʰ.mp3', 'checksum': '64b34e0829bdb23f5259877ee3e320ae', 'status': 'downloaded'}]","drawn, haggard",cīritʰ
n.f.,uchicago_S_Hassan,cilʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00794.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00794.mp3', 'path': 'uchicago_S_Hassan/cilʸ.mp3', 'checksum': '67c2874460939aa25ea7fbd4eb45830f', 'status': 'downloaded'}]","tent peg, hook",cilʸ
n.f.,uchicago_S_Hassan,ciṭʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00795.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00795.mp3', 'path': 'uchicago_S_Hassan/ciṭʰ.mp3', 'checksum': '8a10f203dca254e91f01fd48774cdb1b', 'status': 'downloaded'}]","letter, epistle, letter",ciṭʰ
n.m.,uchicago_S_Hassan,cikandūz,http://dsal.uchicago.edu/dictionaries/hassan/audio//00793.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00793.mp3', 'path': 'uchicago_S_Hassan/cikandūz.mp3', 'checksum': 'c46fec8f8291b25ba9067a68a6993cba', 'status': 'downloaded'}]",embroiderer,cikandūz
v.,uchicago_S_Hassan,cīr,http://dsal.uchicago.edu/dictionaries/hassan/audio//00800.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00800.mp3', 'path': 'uchicago_S_Hassan/cīr.mp3', 'checksum': '07876e16f1786a25bdd1ee080ceabe5a', 'status': 'downloaded'}]","tight, firm, stretched, forceful, press down, tap down",cīr
v.,uchicago_S_Hassan,cārun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00799.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00799.mp3', 'path': 'uchicago_S_Hassan/cārun.mp3', 'checksum': '4e88dd6bc6cba6d5e819c466f568889e', 'status': 'downloaded'}]","drains, sap, draw off, remove, bleed",cārun
v.,uchicago_S_Hassan,cār,http://dsal.uchicago.edu/dictionaries/hassan/audio//00798.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00798.mp3', 'path': 'uchicago_S_Hassan/cār.mp3', 'checksum': '0b00ca63d00e5c2da32608f8e7231ab2', 'status': 'downloaded'}]","tight, firm, stretched, forceful, press down, tap down",cār
v.,uchicago_S_Hassan,cīrun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00801.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00801.mp3', 'path': 'uchicago_S_Hassan/cīrun.mp3', 'checksum': '11aef11ff5447aa3ac622fe803e569aa', 'status': 'downloaded'}]","to wring, squeeze, twist, press, compress",cīrun
n.f.,uchicago_S_Hassan,cīz,http://dsal.uchicago.edu/dictionaries/hassan/audio//00802.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00802.mp3', 'path': 'uchicago_S_Hassan/cīz.mp3', 'checksum': '243506fc4a72005ac1ee59f0bf14ec76', 'status': 'downloaded'}]","thing, article, item, gadget",cīz
